Property_Type,Property_Area,Number_of_Doors,Power_Backup,Water_Supply,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Habitability_score,Number_of_Windows,Furnishing,Frequency_of_Powercuts,Crime_Rate,Dust_and_Noise
1.0,221,2,1.0,0.0,4.8,82.0,4.19,71.52,1.0,0.0,0.0,1.0,2.0
2.0,3425,5,2.0,4.0,4.11,118.0,3.84,82.76,6.0,1.0,0.0,3.0,2.0
2.0,3971,6,1.0,0.0,4.0,99.0,4.18,73.18,13.0,1.0,1.0,3.0,2.0
1.0,175,3,2.0,2.0,1.82,56.0,3.68,71.46,1.0,1.0,0.0,1.0,1.0
4.0,550,2,0.0,2.0,2.81,4.0,2.48,29.17,7.0,2.0,0.0,2.0,1.0
1.0,152,3,1.0,3.0,4.66,89.0,1.99,79.98,3.0,0.0,3.0,1.0,2.0
5.0,1582,4,1.0,0.0,6.19,97.0,4.17,66.7,3.0,1.0,1.0,3.0,2.0
1.0,784,2,1.0,0.0,6.73,169.0,4.7,83.71,1.0,2.0,0.0,3.0,2.0
1.0,672,3,1.0,0.0,7.06,94.0,4.16,81.12,1.0,2.0,1.0,3.0,2.0
2.0,3973,6,1.0,0.0,6.72,84.0,4.81,81.48,15.0,1.0,0.0,3.0,2.0
5.0,1894,3,1.0,2.0,6.38,118.0,2.25,67.16,3.0,1.0,1.0,2.0,2.0
5.0,2227,1,1.0,0.0,6.38,168.0,4.07,79.68,5.0,1.0,0.0,1.0,2.0
1.0,508,1,2.0,3.0,7.74,142.0,3.16,77.54,1.0,1.0,0.0,0.0,2.0
1.0,176,1,2.0,0.0,7.82,94.0,4.16,86.26,2.0,2.0,1.0,3.0,2.0
4.0,1060,1,0.0,0.0,7.19,157.0,2.83,74.24,7.0,0.0,3.0,3.0,2.0
1.0,590,2,1.0,0.0,5.86,84.0,4.18,77.94,4.0,1.0,0.0,1.0,2.0
4.0,822,2,1.0,3.0,5.55,102.0,3.22,64.9,7.0,2.0,1.0,1.0,2.0
5.0,1339,1,2.0,3.0,7.79,127.0,4.43,72.95,2.0,2.0,0.0,3.0,2.0
1.0,636,1,1.0,0.0,4.6,104.0,4.17,75.9,4.0,1.0,0.0,1.0,2.0
5.0,2181,4,2.0,0.0,6.53,151.0,2.84,85.29,5.0,0.0,2.0,1.0,2.0
1.0,947,2,1.0,0.0,6.78,126.0,4.75,73.71,2.0,1.0,0.0,3.0,2.0
1.0,807,1,1.0,0.0,6.6,127.0,4.75,66.53,2.0,2.0,0.0,3.0,2.0
4.0,878,2,2.0,0.0,5.57,108.0,4.16,83.78,7.0,1.0,0.0,1.0,2.0
5.0,2180,2,1.0,0.0,7.05,99.0,4.22,91.03,3.0,0.0,1.0,3.0,1.0
5.0,2216,2,1.0,0.0,7.7,157.0,4.08,80.77,5.0,2.0,1.0,3.0,2.0
1.0,123,2,1.0,2.0,4.43,100.0,2.92,54.48,2.0,1.0,1.0,1.0,2.0
1.0,214,2,2.0,0.0,7.16,95.0,4.79,88.67,3.0,0.0,0.0,3.0,2.0
2.0,3278,6,2.0,0.0,4.93,111.0,4.16,90.06,10.0,0.0,0.0,1.0,2.0
5.0,1996,1,1.0,0.0,6.42,105.0,3.53,76.54,5.0,1.0,2.0,3.0,2.0
4.0,740,3,1.0,3.0,8.46,156.0,4.33,70.43,5.0,2.0,0.0,3.0,0.0
1.0,640,2,1.0,0.0,5.79,94.0,4.8,72.16,2.0,1.0,0.0,3.0,2.0
1.0,511,2,2.0,3.0,6.26,101.0,3.22,82.38,2.0,0.0,0.0,0.0,2.0
5.0,1153,4,1.0,3.0,6.79,123.0,2.56,46.87,5.0,2.0,3.0,3.0,2.0
4.0,734,1,1.0,0.0,6.61,145.0,4.1,79.06,7.0,1.0,1.0,3.0,2.0
4.0,412,3,1.0,0.0,5.3,118.0,4.14,86.02,5.0,1.0,1.0,3.0,2.0
1.0,665,1,1.0,0.0,4.44,83.0,4.19,80.3,1.0,0.0,0.0,1.0,2.0
1.0,308,2,1.0,0.0,6.47,122.0,4.13,60.02,3.0,2.0,1.0,3.0,2.0
5.0,1864,1,1.0,0.0,6.49,147.0,4.73,75.9,5.0,1.0,0.0,3.0,2.0
1.0,342,2,1.0,0.0,8.09,149.0,4.65,80.58,4.0,1.0,0.0,3.0,0.0
1.0,581,1,1.0,3.0,6.36,136.0,4.43,73.54,3.0,2.0,0.0,3.0,2.0
3.0,446,2,2.0,0.0,8.31,131.0,3.48,80.3,0.0,1.0,0.0,0.0,2.0
1.0,175,3,1.0,3.0,7.37,170.0,2.5,72.35,4.0,1.0,2.0,1.0,2.0
1.0,550,3,1.0,4.0,7.04,160.0,1.88,42.87,1.0,1.0,3.0,3.0,2.0
5.0,1404,1,1.0,3.0,8.39,185.0,4.29,87.33,2.0,1.0,0.0,3.0,0.0
2.0,4119,2,2.0,0.0,6.14,138.0,2.86,80.67,8.0,0.0,0.0,2.0,2.0
5.0,1838,2,1.0,3.0,5.59,96.0,3.23,75.39,4.0,0.0,1.0,1.0,2.0
4.0,514,3,1.0,3.0,6.85,131.0,4.43,80.43,4.0,0.0,0.0,3.0,2.0
1.0,320,2,1.0,0.0,5.61,111.0,4.15,74.31,1.0,0.0,0.0,1.0,2.0
5.0,2253,3,1.0,0.0,6.96,163.0,2.19,59.98,5.0,1.0,1.0,2.0,2.0
1.0,373,1,2.0,2.0,7.3,145.0,2.22,77.0,1.0,1.0,0.0,2.0,2.0
5.0,1225,2,1.0,0.0,6.94,92.0,3.54,75.72,2.0,1.0,1.0,1.0,2.0
1.0,967,1,1.0,0.0,5.87,86.0,3.55,70.98,4.0,1.0,0.0,0.0,2.0
1.0,585,1,1.0,3.0,6.32,99.0,3.22,71.21,1.0,1.0,0.0,0.0,2.0
1.0,391,3,1.0,2.0,5.35,120.0,3.51,34.95,2.0,2.0,0.0,1.0,2.0
1.0,466,1,1.0,0.0,6.4,138.0,3.48,75.98,2.0,1.0,1.0,1.0,2.0
1.0,919,3,1.0,3.0,6.8,92.0,4.48,85.27,1.0,1.0,0.0,3.0,2.0
4.0,636,1,1.0,0.0,6.81,170.0,4.07,87.9,7.0,1.0,1.0,3.0,2.0
5.0,1405,1,1.0,0.0,6.52,5.0,4.1,62.72,3.0,2.0,1.0,3.0,2.0
2.0,3587,6,2.0,2.0,3.84,51.0,3.67,90.95,7.0,0.0,1.0,3.0,1.0
4.0,752,1,1.0,3.0,7.14,90.0,2.6,70.65,5.0,1.0,0.0,2.0,2.0
1.0,553,1,1.0,0.0,6.91,128.0,4.12,80.44,4.0,2.0,1.0,3.0,2.0
1.0,441,3,1.0,0.0,4.64,92.0,4.18,82.66,2.0,1.0,0.0,1.0,2.0
3.0,243,2,1.0,0.0,6.98,164.0,4.08,86.07,3.0,1.0,1.0,3.0,2.0
3.0,393,2,1.0,2.0,7.65,126.0,2.86,69.63,1.0,1.0,0.0,0.0,2.0
3.0,248,1,2.0,0.0,6.13,149.0,2.91,68.74,0.0,2.0,1.0,2.0,2.0
5.0,2165,1,1.0,2.0,6.22,159.0,4.09,83.74,4.0,0.0,0.0,3.0,2.0
4.0,844,3,2.0,2.0,6.78,167.0,3.45,72.95,5.0,1.0,0.0,1.0,2.0
2.0,2070,5,1.0,2.0,4.87,93.0,2.92,73.54,11.0,0.0,1.0,1.0,2.0
5.0,2087,3,1.0,0.0,5.36,83.0,3.56,75.71,5.0,1.0,0.0,0.0,2.0
2.0,3149,4,1.0,2.0,8.07,159.0,2.76,69.63,15.0,1.0,0.0,0.0,0.0
5.0,1212,4,1.0,3.0,4.88,82.0,3.88,60.67,2.0,2.0,0.0,1.0,2.0
5.0,1650,2,2.0,0.0,7.57,169.0,4.69,92.07,2.0,0.0,0.0,3.0,2.0
1.0,598,3,1.0,3.0,8.39,133.0,4.36,72.83,1.0,2.0,0.0,3.0,0.0
1.0,253,1,1.0,3.0,5.94,104.0,2.59,67.15,2.0,1.0,1.0,0.0,2.0
5.0,1169,2,1.0,2.0,7.16,166.0,4.07,69.79,3.0,2.0,0.0,3.0,2.0
4.0,541,1,1.0,4.0,4.51,110.0,3.22,61.52,4.0,1.0,0.0,1.0,2.0
5.0,2083,4,1.0,2.0,5.72,89.0,2.92,85.24,3.0,0.0,0.0,0.0,2.0
3.0,486,2,1.0,0.0,7.27,89.0,4.17,85.5,2.0,1.0,1.0,3.0,2.0
4.0,487,2,1.0,2.0,7.35,138.0,4.11,88.38,7.0,1.0,0.0,3.0,2.0
3.0,247,1,2.0,3.0,6.61,93.0,1.97,71.69,2.0,1.0,3.0,1.0,2.0
1.0,828,3,1.0,0.0,6.15,164.0,4.71,78.16,4.0,2.0,0.0,3.0,2.0
2.0,2670,3,1.0,4.0,6.15,109.0,2.58,73.36,11.0,1.0,1.0,1.0,2.0
1.0,261,2,1.0,0.0,6.19,127.0,4.13,76.34,2.0,2.0,1.0,3.0,2.0
5.0,1361,3,1.0,2.0,4.42,80.0,2.94,73.29,3.0,1.0,1.0,1.0,2.0
1.0,840,1,0.0,0.0,6.71,111.0,4.77,89.39,3.0,0.0,0.0,3.0,2.0
1.0,378,1,0.0,3.0,6.89,119.0,2.56,27.33,1.0,2.0,1.0,0.0,2.0
1.0,488,1,1.0,0.0,8.22,163.0,3.38,57.92,1.0,1.0,0.0,0.0,0.0
1.0,167,2,1.0,2.0,5.25,119.0,2.89,38.69,4.0,2.0,1.0,2.0,2.0
3.0,413,1,1.0,4.0,7.29,87.0,3.86,68.75,0.0,2.0,0.0,3.0,2.0
5.0,1495,2,2.0,0.0,7.81,141.0,4.73,92.18,3.0,0.0,0.0,3.0,2.0
1.0,266,3,1.0,2.0,7.18,107.0,2.89,65.27,2.0,1.0,2.0,3.0,2.0
1.0,739,3,2.0,3.0,5.81,633.0,2.61,93.09,4.0,1.0,3.0,3.0,2.0
1.0,696,3,2.0,3.0,7.66,159.0,4.39,86.45,1.0,0.0,0.0,3.0,2.0
2.0,2820,3,1.0,0.0,6.25,166.0,4.71,82.84,15.0,1.0,0.0,3.0,2.0
5.0,1491,3,1.0,2.0,6.86,95.0,4.16,88.37,2.0,1.0,0.0,3.0,2.0
1.0,363,3,1.0,2.0,5.51,101.0,3.54,77.86,4.0,1.0,0.0,2.0,2.0
5.0,1504,3,1.0,2.0,6.53,121.0,3.51,73.12,3.0,0.0,1.0,3.0,2.0
1.0,791,1,1.0,3.0,7.97,96.0,2.59,63.28,1.0,1.0,1.0,0.0,2.0
4.0,523,3,1.0,3.0,7.01,148.0,3.15,74.17,7.0,1.0,1.0,1.0,2.0
5.0,1131,3,2.0,3.0,6.6,116.0,4.45,85.24,4.0,1.0,0.0,3.0,2.0
1.0,860,2,1.0,0.0,4.37,116.0,4.78,69.15,1.0,1.0,0.0,3.0,2.0
2.0,2739,2,1.0,2.0,6.79,138.0,4.11,93.23,6.0,1.0,0.0,3.0,2.0
5.0,1572,1,1.0,2.0,6.02,113.0,4.15,88.54,3.0,1.0,0.0,3.0,2.0
2.0,2239,3,1.0,4.0,4.8,104.0,1.97,70.86,9.0,1.0,1.0,0.0,2.0
5.0,1762,4,1.0,2.0,6.96,92.0,2.91,76.73,2.0,1.0,1.0,1.0,2.0
1.0,537,2,1.0,0.0,8.84,181.0,4.61,65.24,3.0,2.0,0.0,3.0,0.0
3.0,353,2,1.0,2.0,5.2,94.0,3.55,81.52,0.0,0.0,0.0,1.0,2.0
1.0,653,3,2.0,0.0,7.87,87.0,4.79,86.28,1.0,1.0,0.0,3.0,2.0
1.0,536,2,1.0,0.0,7.13,125.0,4.75,69.28,2.0,1.0,0.0,3.0,2.0
4.0,1274,3,1.0,0.0,5.74,103.0,3.53,69.32,5.0,1.0,1.0,1.0,2.0
1.0,535,2,1.0,3.0,6.69,82.0,3.87,83.14,4.0,1.0,1.0,3.0,2.0
3.0,227,1,1.0,0.0,6.42,123.0,4.13,77.41,3.0,2.0,1.0,3.0,2.0
1.0,578,1,2.0,0.0,6.13,112.0,4.15,91.56,1.0,2.0,0.0,1.0,2.0
5.0,1116,3,1.0,3.0,6.83,145.0,4.41,64.77,4.0,2.0,0.0,3.0,2.0
1.0,423,2,1.0,3.0,5.97,660.0,4.46,81.1,2.0,2.0,0.0,2.0,2.0
4.0,1227,1,1.0,2.0,7.94,130.0,4.11,74.49,6.0,2.0,0.0,3.0,2.0
5.0,1913,3,1.0,0.0,7.72,93.0,3.53,70.29,4.0,0.0,0.0,0.0,2.0
5.0,1594,2,2.0,0.0,3.99,23.0,3.71,89.4,3.0,0.0,2.0,3.0,1.0
5.0,2208,3,1.0,0.0,5.67,84.0,4.75,84.91,4.0,2.0,0.0,3.0,0.0
5.0,1790,2,1.0,2.0,6.86,112.0,2.26,83.12,2.0,0.0,3.0,3.0,2.0
3.0,403,1,1.0,3.0,5.86,118.0,3.2,48.87,0.0,2.0,2.0,3.0,2.0
5.0,1926,4,1.0,3.0,3.76,56.0,3.98,82.01,3.0,2.0,1.0,3.0,1.0
1.0,602,1,1.0,3.0,7.01,118.0,4.45,76.6,1.0,1.0,0.0,3.0,2.0
5.0,2261,1,1.0,0.0,7.85,137.0,2.85,37.15,4.0,2.0,2.0,1.0,2.0
4.0,935,1,1.0,2.0,6.17,160.0,3.46,81.34,7.0,1.0,1.0,3.0,2.0
1.0,994,3,1.0,3.0,4.6,88.0,4.5,80.56,2.0,2.0,0.0,3.0,2.0
4.0,1224,3,1.0,2.0,5.19,91.0,4.18,87.85,7.0,1.0,0.0,3.0,2.0
5.0,1193,1,1.0,0.0,8.31,136.0,4.04,79.46,5.0,1.0,0.0,1.0,0.0
1.0,804,1,1.0,2.0,8.05,124.0,2.8,47.49,2.0,1.0,0.0,0.0,0.0
3.0,411,1,1.0,3.0,5.1,117.0,4.46,75.58,3.0,1.0,0.0,3.0,2.0
5.0,1565,2,1.0,0.0,6.42,161.0,4.08,87.15,2.0,1.0,1.0,3.0,2.0
1.0,792,1,1.0,0.0,6.75,143.0,4.73,72.79,4.0,1.0,0.0,3.0,2.0
1.0,332,1,1.0,2.0,6.57,120.0,4.13,77.52,4.0,0.0,0.0,3.0,2.0
2.0,3872,3,2.0,0.0,6.82,153.0,3.46,75.45,11.0,1.0,0.0,0.0,2.0
2.0,4090,2,1.0,3.0,9.02,121.0,3.11,81.86,9.0,0.0,0.0,0.0,0.0
5.0,1549,4,1.0,3.0,5.07,99.0,2.66,78.31,3.0,1.0,1.0,0.0,1.0
1.0,149,3,1.0,3.0,6.24,146.0,4.42,88.55,4.0,1.0,0.0,3.0,2.0
4.0,889,2,1.0,3.0,7.4,134.0,3.11,29.03,6.0,2.0,0.0,0.0,0.0
1.0,378,1,1.0,3.0,5.38,96.0,3.86,72.6,2.0,0.0,1.0,3.0,2.0
5.0,1118,2,1.0,0.0,7.36,141.0,4.79,85.71,5.0,2.0,0.0,2.0,2.0
2.0,3240,6,1.0,0.0,6.35,157.0,2.83,73.8,14.0,1.0,0.0,2.0,2.0
4.0,480,3,2.0,0.0,7.72,111.0,2.88,77.59,5.0,0.0,1.0,0.0,2.0
4.0,527,3,1.0,3.0,8.04,153.0,3.08,36.73,4.0,2.0,0.0,0.0,0.0
3.0,463,1,1.0,0.0,5.72,103.0,4.16,71.96,2.0,1.0,0.0,1.0,2.0
2.0,3849,5,2.0,3.0,6.31,142.0,3.79,70.65,7.0,2.0,1.0,3.0,2.0
5.0,1163,2,2.0,0.0,3.46,16.0,4.97,84.76,2.0,1.0,0.0,3.0,1.0
4.0,778,1,2.0,2.0,6.98,133.0,4.12,76.6,4.0,1.0,0.0,3.0,2.0
1.0,385,3,1.0,0.0,3.73,31.0,4.33,74.87,2.0,1.0,1.0,3.0,1.0
5.0,1859,2,1.0,0.0,7.47,84.0,3.55,67.33,5.0,2.0,0.0,0.0,2.0
5.0,1655,1,1.0,0.0,7.3,115.0,4.76,71.47,3.0,1.0,0.0,3.0,2.0
5.0,1443,3,1.0,3.0,7.58,134.0,2.54,39.75,4.0,2.0,1.0,0.0,2.0
1.0,596,1,1.0,3.0,7.27,124.0,2.56,33.91,2.0,1.0,0.0,2.0,2.0
2.0,3865,5,1.0,0.0,5.49,80.0,2.94,85.78,6.0,1.0,2.0,1.0,2.0
4.0,796,3,1.0,0.0,7.85,91.0,4.79,76.83,5.0,1.0,0.0,3.0,2.0
4.0,1245,3,0.0,3.0,5.06,289.0,3.86,75.48,6.0,2.0,1.0,3.0,2.0
4.0,3972,1,2.0,0.0,2.56,34.0,4.96,85.54,7.0,2.0,0.0,3.0,1.0
2.0,3046,3,1.0,3.0,7.75,101.0,4.46,81.24,7.0,2.0,0.0,3.0,2.0
2.0,2724,6,1.0,2.0,6.2,104.0,4.16,66.6,15.0,2.0,0.0,3.0,2.0
2.0,3323,5,1.0,0.0,5.78,107.0,4.78,77.25,6.0,1.0,0.0,3.0,2.0
5.0,1528,1,1.0,3.0,5.9,86.0,2.61,72.14,4.0,0.0,2.0,1.0,2.0
5.0,2168,3,1.0,0.0,6.36,144.0,4.73,89.85,5.0,0.0,0.0,3.0,2.0
1.0,858,2,1.0,3.0,6.87,86.0,3.23,69.57,4.0,1.0,0.0,0.0,2.0
2.0,2055,6,2.0,0.0,6.46,84.0,4.81,95.62,5.0,1.0,0.0,3.0,2.0
5.0,2020,2,1.0,0.0,3.57,66.0,4.91,83.0,5.0,2.0,0.0,3.0,1.0
1.0,291,3,2.0,2.0,6.67,130.0,3.49,80.66,3.0,0.0,0.0,1.0,2.0
2.0,3413,5,1.0,0.0,7.48,156.0,4.08,71.72,8.0,1.0,1.0,3.0,2.0
1.0,628,3,1.0,3.0,5.56,93.0,1.98,59.89,3.0,1.0,3.0,1.0,2.0
1.0,125,1,1.0,2.0,4.01,120.0,2.89,36.23,1.0,1.0,0.0,0.0,2.0
4.0,1053,2,1.0,0.0,5.6,100.0,3.54,53.35,6.0,2.0,0.0,0.0,2.0
5.0,1367,4,0.0,3.0,7.57,164.0,4.39,74.29,5.0,1.0,0.0,3.0,2.0
3.0,396,2,1.0,0.0,3.77,67.0,3.65,77.2,1.0,1.0,1.0,1.0,1.0
5.0,1277,4,1.0,0.0,5.39,108.0,4.16,78.08,5.0,0.0,0.0,1.0,2.0
4.0,1251,1,2.0,2.0,4.36,82.0,4.26,89.06,6.0,0.0,0.0,3.0,1.0
5.0,1546,2,1.0,4.0,8.17,130.0,3.73,61.31,5.0,2.0,0.0,3.0,0.0
1.0,246,1,1.0,0.0,6.3,164.0,4.08,71.2,3.0,2.0,1.0,3.0,2.0
1.0,550,3,1.0,0.0,8.03,147.0,3.4,73.47,2.0,0.0,0.0,0.0,0.0
5.0,1988,4,1.0,0.0,7.25,102.0,2.27,75.23,5.0,1.0,2.0,0.0,2.0
5.0,1860,1,1.0,3.0,6.67,136.0,4.49,80.73,5.0,2.0,0.0,3.0,1.0
5.0,1610,1,2.0,0.0,6.58,107.0,4.78,79.05,2.0,2.0,0.0,3.0,2.0
1.0,434,3,1.0,0.0,6.32,146.0,4.73,74.01,1.0,1.0,0.0,3.0,2.0
4.0,1150,3,1.0,3.0,5.03,86.0,3.87,61.61,6.0,2.0,0.0,1.0,2.0
5.0,2264,4,1.0,0.0,4.38,97.0,4.18,93.47,5.0,1.0,0.0,1.0,2.0
1.0,545,3,1.0,2.0,5.5,84.0,3.56,34.98,4.0,2.0,0.0,1.0,2.0
2.0,3988,3,1.0,0.0,7.68,88.0,4.17,73.98,13.0,1.0,1.0,3.0,2.0
1.0,577,3,2.0,3.0,7.09,110.0,3.2,70.52,3.0,1.0,0.0,1.0,2.0
3.0,348,2,2.0,3.0,4.78,110.0,4.47,91.06,3.0,0.0,0.0,3.0,2.0
1.0,711,1,2.0,2.0,8.01,125.0,1.55,78.94,2.0,0.0,2.0,0.0,0.0
2.0,3292,6,1.0,0.0,8.54,121.0,4.06,82.32,10.0,1.0,0.0,1.0,0.0
5.0,1443,2,2.0,0.0,6.61,95.0,4.17,83.78,3.0,1.0,0.0,1.0,2.0
5.0,1275,1,1.0,3.0,7.75,160.0,3.13,81.37,3.0,0.0,0.0,0.0,2.0
4.0,1158,2,1.0,2.0,5.38,93.0,2.92,29.21,7.0,2.0,0.0,0.0,2.0
2.0,3788,6,1.0,0.0,5.8,120.0,3.51,67.82,8.0,2.0,1.0,1.0,2.0
1.0,626,3,1.0,3.0,4.85,102.0,3.85,68.53,2.0,1.0,0.0,1.0,2.0
5.0,1317,4,1.0,3.0,3.92,70.0,4.59,87.3,4.0,2.0,0.0,3.0,1.0
1.0,525,1,1.0,0.0,5.61,104.0,2.9,74.33,3.0,1.0,2.0,1.0,2.0
1.0,631,2,2.0,3.0,4.99,103.0,3.22,67.63,1.0,2.0,1.0,1.0,2.0
1.0,635,3,1.0,0.0,7.39,89.0,4.17,78.02,2.0,0.0,0.0,1.0,2.0
2.0,2911,3,1.0,0.0,4.77,88.0,4.81,77.44,7.0,1.0,0.0,3.0,2.0
1.0,194,1,1.0,4.0,7.59,132.0,3.8,67.14,3.0,1.0,0.0,3.0,2.0
1.0,400,2,1.0,2.0,3.67,21.0,2.46,54.82,1.0,1.0,0.0,2.0,1.0
3.0,280,2,1.0,0.0,7.37,128.0,2.86,37.68,2.0,2.0,0.0,2.0,2.0
5.0,1983,4,2.0,0.0,5.05,918.0,3.52,81.17,5.0,1.0,1.0,1.0,2.0
2.0,3991,6,1.0,3.0,4.16,97.0,3.86,81.15,8.0,1.0,0.0,1.0,2.0
5.0,2035,1,1.0,0.0,3.98,86.0,3.63,80.18,5.0,1.0,1.0,1.0,1.0
5.0,1760,1,2.0,3.0,6.58,152.0,2.52,63.6,3.0,2.0,0.0,2.0,2.0
4.0,767,3,1.0,2.0,6.41,138.0,1.6,44.8,4.0,1.0,2.0,0.0,2.0
4.0,899,2,1.0,0.0,7.27,119.0,4.76,75.03,5.0,1.0,0.0,3.0,2.0
5.0,1889,2,1.0,0.0,7.31,163.0,4.7,83.72,4.0,0.0,0.0,3.0,2.0
5.0,1513,4,1.0,0.0,6.62,110.0,2.89,70.86,2.0,1.0,0.0,2.0,2.0
0.0,332,1,1.0,0.0,6.88,84.0,3.55,70.43,3.0,0.0,1.0,1.0,2.0
4.0,967,2,2.0,0.0,5.25,91.0,4.81,90.92,4.0,1.0,0.0,3.0,2.0
1.0,721,3,1.0,3.0,6.87,170.0,2.5,35.81,2.0,2.0,2.0,1.0,2.0
5.0,1998,3,1.0,0.0,7.8,101.0,4.78,86.65,5.0,2.0,0.0,3.0,2.0
1.0,516,2,2.0,2.0,7.48,147.0,3.47,74.84,1.0,1.0,1.0,3.0,2.0
1.0,872,2,1.0,0.0,7.01,109.0,4.77,84.49,3.0,0.0,0.0,3.0,2.0
5.0,2251,1,1.0,4.0,5.9,96.0,3.23,81.16,3.0,0.0,0.0,1.0,2.0
1.0,317,2,1.0,0.0,6.66,133.0,2.86,71.91,3.0,0.0,1.0,0.0,2.0
3.0,377,2,2.0,0.0,6.11,167.0,4.71,73.52,1.0,2.0,0.0,3.0,2.0
2.0,3241,4,2.0,3.0,6.64,158.0,2.52,80.47,9.0,0.0,0.0,2.0,2.0
5.0,1938,4,2.0,3.0,6.84,142.0,3.16,76.41,5.0,1.0,2.0,3.0,2.0
0.0,717,1,1.0,4.0,5.98,119.0,3.2,84.01,1.0,0.0,1.0,3.0,2.0
1.0,413,3,2.0,3.0,5.98,85.0,3.87,89.49,2.0,0.0,1.0,3.0,2.0
2.0,3452,5,1.0,3.0,5.0,102.0,3.85,78.45,15.0,1.0,0.0,1.0,2.0
1.0,757,1,2.0,0.0,2.98,42.0,4.94,95.15,2.0,1.0,0.0,3.0,1.0
1.0,648,3,1.0,0.0,5.15,88.0,4.18,88.42,4.0,1.0,0.0,1.0,2.0
5.0,1569,1,1.0,2.0,5.33,81.0,2.31,61.68,2.0,1.0,1.0,0.0,2.0
1.0,549,2,1.0,0.0,6.53,123.0,4.76,85.17,4.0,0.0,0.0,3.0,2.0
4.0,547,3,1.0,2.0,7.21,94.0,4.16,76.96,7.0,1.0,0.0,3.0,2.0
1.0,387,3,1.0,3.0,7.57,160.0,2.51,61.18,3.0,1.0,3.0,3.0,2.0
4.0,530,2,1.0,4.0,6.76,142.0,0.65,35.81,5.0,1.0,3.0,0.0,2.0
4.0,559,3,1.0,2.0,4.51,95.0,2.92,59.46,4.0,1.0,0.0,0.0,2.0
1.0,708,2,1.0,0.0,6.4,104.0,4.78,87.31,2.0,0.0,0.0,3.0,2.0
5.0,1172,3,2.0,0.0,4.0,55.0,3.67,69.16,4.0,2.0,1.0,1.0,1.0
5.0,1201,1,1.0,0.0,6.77,154.0,4.72,85.98,3.0,0.0,0.0,3.0,2.0
0.0,1508,1,2.0,3.0,7.2,161.0,3.76,94.23,5.0,2.0,1.0,3.0,2.0
3.0,354,1,1.0,3.0,6.83,88.0,4.49,91.83,0.0,1.0,0.0,3.0,2.0
1.0,885,3,1.0,0.0,7.02,144.0,4.1,92.19,4.0,1.0,1.0,3.0,2.0
1.0,211,2,1.0,2.0,7.76,80.0,2.29,45.32,4.0,1.0,2.0,1.0,2.0
4.0,954,3,1.0,0.0,7.73,123.0,4.12,87.49,5.0,1.0,0.0,1.0,2.0
5.0,1148,2,1.0,2.0,4.88,807.0,4.17,62.86,2.0,2.0,0.0,3.0,2.0
5.0,1861,1,1.0,0.0,7.27,133.0,4.74,71.79,5.0,1.0,0.0,3.0,2.0
5.0,1506,3,2.0,0.0,7.33,87.0,4.17,87.98,5.0,0.0,1.0,3.0,2.0
3.0,316,1,1.0,0.0,7.25,132.0,4.74,84.28,0.0,0.0,0.0,3.0,2.0
3.0,393,1,0.0,3.0,5.74,96.0,3.86,73.81,0.0,2.0,0.0,1.0,2.0
1.0,839,2,1.0,0.0,7.67,128.0,4.74,78.62,4.0,2.0,0.0,3.0,2.0
4.0,1000,3,2.0,3.0,5.26,84.0,2.68,69.0,5.0,2.0,2.0,1.0,1.0
1.0,142,1,1.0,0.0,4.11,108.0,3.54,34.6,4.0,2.0,1.0,1.0,2.0
1.0,778,1,1.0,2.0,8.13,128.0,0.91,13.54,2.0,2.0,3.0,0.0,0.0
1.0,17412,1,1.0,0.0,9.03,190.0,4.6,85.44,1.0,1.0,0.0,3.0,0.0
5.0,2226,4,1.0,4.0,4.49,81.0,3.25,72.59,2.0,1.0,1.0,3.0,2.0
1.0,166,3,2.0,0.0,4.33,90.0,4.19,80.49,2.0,1.0,0.0,1.0,2.0
1.0,993,1,2.0,4.0,6.77,147.0,2.53,75.01,2.0,1.0,2.0,3.0,2.0
4.0,1153,2,1.0,3.0,6.43,109.0,3.83,73.07,4.0,1.0,1.0,3.0,2.0
4.0,1186,1,2.0,3.0,4.57,90.0,4.5,82.61,4.0,1.0,0.0,3.0,2.0
1.0,141,2,1.0,0.0,2.42,2.0,4.37,75.01,2.0,2.0,0.0,1.0,1.0
4.0,1017,2,1.0,3.0,5.78,97.0,3.85,72.42,4.0,1.0,1.0,3.0,2.0
5.0,1256,2,0.0,3.0,7.29,131.0,4.43,70.0,4.0,1.0,0.0,3.0,2.0
5.0,1817,4,1.0,3.0,5.91,108.0,2.58,64.27,3.0,1.0,2.0,1.0,2.0
0.0,654,3,1.0,0.0,7.07,87.0,4.17,83.14,2.0,1.0,0.0,1.0,2.0
1.0,252,1,1.0,0.0,7.4,111.0,4.14,75.67,1.0,2.0,1.0,3.0,2.0
5.0,2213,4,1.0,0.0,7.62,126.0,4.75,83.08,4.0,2.0,0.0,3.0,2.0
1.0,373,3,1.0,3.0,7.32,164.0,3.76,71.64,1.0,0.0,1.0,3.0,2.0
3.0,328,1,1.0,0.0,5.3,100.0,4.17,78.16,0.0,2.0,1.0,3.0,2.0
2.0,3661,2,1.0,0.0,7.41,94.0,4.1,81.2,5.0,0.0,1.0,3.0,0.0
